Symbol	POL_number_unique_variants	POL_SNP_cum_AF	POL_SNP_cum_AC	POL_SNP_cum_AN	gnomAD_NFE_number_unique_variants	gnomAD_NFE_SNP_cum_AF	gnomAD_NFE_SNP_cum_AN	gnomAD_NFE_SNP_cum_AC	cum_AF_fold_change	fisher_p	fisher_p_corr	fisher_q
NTHL1	0	0	0	2152	9	0.0003407452	64598	22	-Inf	1	1877	1
NTRK1	1	0.000464684	1	2152	7	0.0001084124	64598	7	2.09972019203711	0.230628052185011	432.888853951266	1
NUBPL	0	0	0	2152	5	0.0002168056	64598	14	-Inf	1	1877	1
NUP133	0	0	0	2152	1	0.000108409	64598	7	-Inf	1	1877	1
NUP188	0	0	0	2152	1	0.000030978	64598	2	-Inf	1	1877	1
NUP93	2	0.00697026	15	2152	3	0.0007433861	64598	48	3.22902885381863	0.00000000114408744718517	0.00000214745213836656	0.000000429490427673313
OAT	1	0.000464684	1	2152	16	0.0006039931	64598	39	-0.378282097510787	1	1877	1
OBSL1	1	0.00325279	7	2152	8	0.0006194885	64598	40	2.39252827908187	0.000728421825541987	1.36724776654231	0.0414317505012821
OCA2	1	0.000464684	1	2152	14	0.001239089	64598	80	-1.41495793966459	0.524960684586409	985.35120496869	1
OCLN	0	0	0	2152	2	0.0000481475	64598	3	-Inf	1	1877	1
ODAD1	0	0	0	2152	4	0.0005730179	64598	37	-Inf	0.633282795572121	1188.67180728887	1
ODAD2	0	0	0	2152	3	0.0002168191	64598	14	-Inf	1	1877	1
ODAD3	0	0	0	2152	1	0.0000309693	64598	2	-Inf	1	1877	1
ODAD4	0	0	0	2152	2	0.000201342	64598	13	-Inf	1	1877	1
ODAPH	0	0	0	2152	1	0.0000619502	64598	4	-Inf	1	1877	1
OPA1	0	0	0	2152	4	0.000092945	64598	6	-Inf	1	1877	1
OPA3	0	0	0	2152	1	0.000030978	64598	2	-Inf	1	1877	1
ORAI1	0	0	0	2152	1	0.0000619444	64598	4	-Inf	1	1877	1
ORC1	2	0.000929368	2	2152	8	0.0006813191	64598	44	0.447919319191942	0.660548191652714	1239.84895573214	1
ORC4	0	0	0	2152	2	0.0000774359	64598	5	-Inf	1	1877	1
ORC6	1	0.00327103	7	2152	1	0.000666398	64598	43	2.2952890150554	0.00106387501991681	1.99689341238386	0.0534567845921072
OSGEP	0	0	0	2152	5	0.0010685887	64598	69	-Inf	0.175957848957577	330.272882493372	1
OTOA	0	0	0	2152	3	0.0001858535	64598	12	-Inf	1	1877	1
OTOF	1	0.000464684	1	2152	19	0.000635058	64598	41	-0.450638388760845	1	1877	1
OTOG	2	0.007434944	16	2152	14	0.0015798706	64598	102	2.23451547727313	0.00000134982612409591	0.00253362363492803	0.000216557235566805
OTOGL	2	0.000929368	2	2152	19	0.0009761497	64598	63	-0.0708524422139762	1	1877	1
OTOP2	0	0	0	2152	1	0.0000464626	64598	3	-Inf	1	1877	1
OTUD6B	0	0	0	2152	2	0.0002633682	64598	17	-Inf	1	1877	1
OXCT1	1	0.0027881	6	2152	4	0.0017969056	64598	116	0.633767687667871	0.294383881204935	552.558545021662	1
P2RY12	0	0	0	2152	4	0.0000929566	64598	6	-Inf	1	1877	1
P3H1	0	0	0	2152	5	0.0001548462	64598	10	-Inf	1	1877	1
P3H2	0	0	0	2152	9	0.0002478237	64598	16	-Inf	1	1877	1
P4HTM	0	0	0	2152	1	0.0000309713	64598	2	-Inf	1	1877	1
PADI3	2	0.00836431	18	2152	8	0.0184319913	64598	1191	-1.13989350340342	0.000200802743375904	0.376906749316571	0.0143253845417267
PAH	11	0.01301115	28	2152	109	0.0119876593	64598	774	0.118198494483341	0.615466911714361	1155.23139328786	1
PANK2	1	0.000464684	1	2152	16	0.0008674513	64598	56	-0.900532794102721	1	1877	1
PAPSS2	1	0.000929368	2	2152	3	0.0002015903	64598	13	2.20482374904516	0.0826570463912132	155.147276076307	1
PARK7	0	0	0	2152	1	0.0000774234	64598	5	-Inf	1	1877	1
PARN	0	0	0	2152	5	0.0003717317	64598	24	-Inf	1	1877	1
PATL2	0	0	0	2152	2	0.000061933	64598	4	-Inf	1	1877	1
PAX7	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
PC	0	0	0	2152	1	0.0000309789	64598	2	-Inf	1	1877	1
PCBD1	0	0	0	2152	1	0.000216779	64598	14	-Inf	1	1877	1
PCCA	1	0.000464684	1	2152	16	0.0005267963	64598	34	-0.180995241908321	1	1877	1
PCCB	1	0.000464684	1	2152	15	0.000805345	64598	52	-0.793356977820779	1	1877	1
PCDH12	0	0	0	2152	3	0.0001858756	64598	12	-Inf	1	1877	1
PCDH15	4	0.001858736	4	2152	18	0.0004492958	64598	29	2.04858439516041	0.0209491920446336	39.3216334677773	0.497742195794649
PCK1	0	0	0	2152	1	0.0000464684	64598	3	-Inf	1	1877	1
PCNT	0	0	0	2152	16	0.0005576532	64598	36	-Inf	0.63130661953765	1184.96252487217	1
PCSK1	0	0	0	2152	1	0.0000154919	64598	1	-Inf	1	1877	1
PCYT1A	0	0	0	2152	3	0.0000929167	64598	6	-Inf	1	1877	1
PCYT2	0	0	0	2152	1	0.0000932981	64598	6	-Inf	1	1877	1
PDE6B	0	0	0	2152	16	0.0006659745	64598	43	-Inf	0.404930193891774	760.053973934859	1
PDE6C	1	0.000464684	1	2152	3	0.0000775418	64598	5	2.58320384054318	0.178507578700088	335.058725220065	1
PDGFRB	0	0	0	2152	2	0.0000309713	64598	2	-Inf	1	1877	1
PDHB	0	0	0	2152	2	0.0000464564	64598	3	-Inf	1	1877	1
PDHX	0	0	0	2152	4	0.0000619862	64598	4	-Inf	1	1877	1
PDSS2	0	0	0	2152	3	0.0002014154	64598	13	-Inf	1	1877	1
PDX1	0	0	0	2152	2	0.0002478696	64598	16	-Inf	1	1877	1
PDXK	0	0	0	2152	2	0.0000619444	64598	4	-Inf	1	1877	1
PDZD7	0	0	0	2152	6	0.0031575365	64598	204	-Inf	0.00226651057568531	4.25424035056132	0.0945386744569183
PEPD	0	0	0	2152	6	0.000464579	64598	30	-Inf	1	1877	1
PEX1	2	0.000929368	2	2152	24	0.0023698139	64598	153	-1.35045189369535	0.249878961570746	469.022810868291	1
PEX10	1	0.000464684	1	2152	7	0.0003562022	64598	23	0.38355354388933	0.54462685666164	1022.2646099539	1
PEX11B	1	0.00325279	7	2152	4	0.0070627722	64598	456	-1.11855688006073	0.0336630615643963	63.1855665563718	0.619466338787959
PEX12	1	0.000465116	1	2152	7	0.0003872043	64598	25	0.264495595266829	0.573526163447534	1076.50860879102	1
PEX13	0	0	0	2152	2	0.0000309736	64598	2	-Inf	1	1877	1
PEX2	0	0	0	2152	4	0.0001239239	64598	8	-Inf	1	1877	1
PEX26	0	0	0	2152	3	0.0002013899	64598	13	-Inf	1	1877	1
PEX5	0	0	0	2152	2	0.0000464645	64598	3	-Inf	1	1877	1
PEX6	0	0	0	2152	13	0.0004028058	64598	26	-Inf	1	1877	1
PEX7	0	0	0	2152	10	0.0014716038	64598	95	-Inf	0.0784659727086314	147.280630774101	1
PFAS	0	0	0	2152	2	0.0000779885	64598	5	-Inf	1	1877	1
PFKM	0	0	0	2152	3	0.0000464621	64598	3	-Inf	1	1877	1
PFN1	0	0	0	2152	1	0.0010844	64598	70	-Inf	0.176173585500762	330.67781998493	1
PGAM2	1	0.000464684	1	2152	4	0.0003254241	64598	21	0.513928873894176	0.513770206664739	964.346677909715	1
PGAP1	0	0	0	2152	9	0.000154943	64598	10	-Inf	1	1877	1
PGAP2	0	0	0	2152	2	0.0000309727	64598	2	-Inf	1	1877	1
PGAP3	0	0	0	2152	7	0.0003871734	64598	25	-Inf	1	1877	1
PGM1	0	0	0	2152	6	0.0002477834	64598	16	-Inf	1	1877	1
PGM3	0	0	0	2152	3	0.0000929205	64598	6	-Inf	1	1877	1
PHF3	1	0.000929368	2	2152	13	0.0006507551	64598	42	0.514135257680289	0.653308482667384	1226.26002196668	1
PHGDH	0	0	0	2152	7	0.0001548615	64598	10	-Inf	1	1877	1
PHKB	1	0.000464684	1	2152	8	0.0008055261	64598	52	-0.793681363891156	1	1877	1
PHKG2	0	0	0	2152	5	0.0003407225	64598	22	-Inf	1	1877	1
PHYH	2	0.000929368	2	2152	9	0.0004647551	64598	30	0.999779274150168	0.276050523663517	518.146832916422	1
PI4KA	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
PIBF1	0	0	0	2152	6	0.0001394254	64598	9	-Inf	1	1877	1
PIEZO1	0	0	0	2152	11	0.000867642	64598	56	-Inf	0.265771867998346	498.853796232896	1
PIEZO2	0	0	0	2152	3	0.0001084123	64598	7	-Inf	1	1877	1
PIGB	0	0	0	2152	2	0.0000309803	64598	2	-Inf	1	1877	1
PIGC	0	0	0	2152	1	0.0000154828	64598	1	-Inf	1	1877	1
PIGG	1	0.000464684	1	2152	3	0.0015952013	64598	103	-1.77941661462592	0.267630174220479	502.34183701184	1
PIGH	0	0	0	2152	1	0.0000154832	64598	1	-Inf	1	1877	1
PIGK	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
PIGL	0	0	0	2152	2	0.0000464583	64598	3	-Inf	1	1877	1
PIGN	2	0.001858734	4	2152	18	0.0009451138	64598	61	0.975760365542623	0.157599098817075	295.813508479649	1
PIGO	1	0.000929368	2	2152	5	0.000526601	64598	34	0.819539709804037	0.324047858659002	608.237830702946	1
PIGP	0	0	0	2152	2	0.0001239099	64598	8	-Inf	1	1877	1
PIGQ	1	0.000464684	1	2152	3	0.0001393778	64598	9	1.73724918279426	0.279443124762769	524.514745179717	1
PIGS	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
PIGT	1	0.00232342	5	2152	10	0.0005111561	64598	33	2.18441412816126	0.00718484778610364	13.4859592945165	0.2451992599003
PIGU	0	0	0	2152	1	0.0000309722	64598	2	-Inf	1	1877	1
PIGV	3	0.004182158	9	2152	6	0.0004646057	64598	30	3.17016880828485	0.00000326789809262201	0.00613384471985152	0.000471834209219348
PIGW	1	0.000464684	1	2152	2	0.000092931	64598	6	2.32201813341195	0.204994629081207	384.774918785425	1
PIK3C2G	0	0	0	2152	1	0.000046503	64598	3	-Inf	1	1877	1
PIK3CD	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
PINK1	0	0	0	2152	6	0.0003716709	64598	24	-Inf	1	1877	1
PIP5K1C	0	0	0	2152	1	0.000247962	64598	16	-Inf	1	1877	1
PISD	0	0	0	2152	1	0.000294227	64598	19	-Inf	1	1877	1
PJVK	0	0	0	2152	3	0.0002478105	64598	16	-Inf	1	1877	1
PKD1L1	0	0	0	2152	4	0.0009755852	64598	63	-Inf	0.272245706282265	511.005190691811	1
PKD1L1-AS1	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
PKHD1	3	0.002323418	5	2152	63	0.0032531591	64598	210	-0.485592652037935	0.564514876767695	1059.59442369296	1
PKLR	0	0	0	2152	11	0.0012083012	64598	78	-Inf	0.184856407034492	346.975476003742	1
PLA2G6	0	0	0	2152	14	0.0003717242	64598	24	-Inf	1	1877	1
PLA2G7	0	0	0	2152	2	0.0001084551	64598	7	-Inf	1	1877	1
PLCE1	0	0	0	2152	2	0.0000309779	64598	2	-Inf	1	1877	1
PLD1	1	0.000464684	1	2152	2	0.0000309746	64598	2	3.9070924139128	0.0936357732577362	175.754346404771	1
PLEC	0	0	0	2152	3	0.0000929157	64598	6	-Inf	1	1877	1
PLEKHG2	1	0.000929368	2	2152	2	0.0002013689	64598	13	2.20640908430588	0.0826570463912132	155.147276076307	1
PLEKHG5	0	0	0	2152	3	0.0002014126	64598	13	-Inf	1	1877	1
PLG	1	0.000464684	1	2152	3	0.0046621842	64598	301	-3.32668412963798	0.000919185879503214	1.72531189582753	0.0492946255950723
PLK4	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
PLOD1	0	0	0	2152	8	0.0002478617	64598	16	-Inf	1	1877	1
PLOD2	0	0	0	2152	4	0.0000930373	64598	6	-Inf	1	1877	1
PLOD3	0	0	0	2152	1	0.0000309645	64598	2	-Inf	1	1877	1
PLPBP	0	0	0	2152	5	0.0001393837	64598	9	-Inf	1	1877	1
PMFBP1	0	0	0	2152	2	0.0000619478	64598	4	-Inf	1	1877	1
PMM2	4	0.003717476	8	2152	28	0.0070613707	64598	456	-0.925624827477538	0.0647568338894088	121.54857721042	0.913899076770077
PMPCA	0	0	0	2152	2	0.0000929138	64598	6	-Inf	1	1877	1
PMPCB	0	0	0	2152	5	0.0002477772	64598	16	-Inf	1	1877	1
PMS2	2	0.0009298	2	2152	17	0.000666486	64598	43	0.480345855032808	0.656862613366074	1232.93112528812	1
PNKP	1	0.000464684	1	2152	18	0.0007437992	64598	48	-0.678663225420368	1	1877	1
PNP	0	0	0	2152	6	0.0002477546	64598	16	-Inf	1	1877	1
PNPLA1	0	0	0	2152	4	0.0001111531	64598	7	-Inf	1	1877	1
PNPLA2	0	0	0	2152	3	0.0000930286	64598	6	-Inf	1	1877	1
PNPLA6	1	0.000929368	2	2152	15	0.0006816448	64598	44	0.447229813352849	0.660548191652714	1239.84895573214	1
PNPO	0	0	0	2152	6	0.0003252542	64598	21	-Inf	1	1877	1
PNPT1	0	0	0	2152	3	0.0002013507	64598	13	-Inf	1	1877	1
POC1A	0	0	0	2152	1	0.000216772	64598	14	-Inf	1	1877	1
POC1B	0	0	0	2152	2	0.0000464589	64598	3	-Inf	1	1877	1
POGLUT1	0	0	0	2152	5	0.0000929276	64598	6	-Inf	1	1877	1
POGZ	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
POLE	0	0	0	2152	1	0.0000929195	64598	6	-Inf	1	1877	1
POLG	3	0.001394052	3	2152	28	0.0041034508	64598	265	-1.55755327895902	0.0538044197661363	100.990895901038	0.848662990765024
POLG2	0	0	0	2152	1	0.0000154904	64598	1	-Inf	1	1877	1
POLH	0	0	0	2152	4	0.0001238922	64598	8	-Inf	1	1877	1
POLR1C	2	0.000929368	2	2152	19	0.0011461231	64598	74	-0.302440129954729	1	1877	1
POLR3A	1	0.000464684	1	2152	21	0.000557523	64598	36	-0.262781352235934	1	1877	1
POLR3B	1	0.0027881	6	2152	10	0.0009603359	64598	62	1.53767129123422	0.0223432962528866	41.9383670666682	0.517757618107015
POLR3GL	0	0	0	2152	1	0.0000309741	64598	2	-Inf	1	1877	1
POMC	0	0	0	2152	3	0.0000929263	64598	6	-Inf	1	1877	1
POMGNT2	0	0	0	2152	1	0.0000154923	64598	1	-Inf	1	1877	1
POMK	1	0.000464684	1	2152	3	0.0000619368	64598	4	2.90738121843577	0.151138487767055	283.686941538762	1
POMP	1	0.000464684	1	2152	1	0.00013941	64598	9	1.73691592014415	0.279443124762769	524.514745179717	1
POMT1	0	0	0	2152	16	0.0008827351	64598	57	-Inf	0.265898281129845	499.091073680719	1
POMT2	1	0.000465116	1	2152	11	0.0003277888	64598	21	0.504824008674176	0.513770206664739	964.346677909715	1
POP1	0	0	0	2152	2	0.0003406979	64598	22	-Inf	1	1877	1
POPDC3	0	0	0	2152	1	0.0000464713	64598	3	-Inf	1	1877	1
POR	1	0.000464684	1	2152	6	0.0006351201	64598	41	-0.450779457737094	1	1877	1
PPA2	2	0.001394052	3	2152	5	0.0020759547	64598	134	-0.574490585918653	0.805662915636512	1512.22929264973	1
PPCS	0	0	0	2152	1	0.0000464468	64598	3	-Inf	1	1877	1
PPIB	0	0	0	2152	1	0.0000464526	64598	3	-Inf	1	1877	1
PPIP5K2	1	0.000465116	1	2152	1	0.000356722	64598	23	0.382790376044349	0.54462685666164	1022.2646099539	1
PPP2R3C	0	0	0	2152	1	0.0000154866	64598	1	-Inf	1	1877	1
PPT1	0	0	0	2152	17	0.0013167913	64598	85	-Inf	0.118425318360336	222.28432256235	1
PRDM12	1	0.000466418	1	2152	1	0.000359348	64598	23	0.376241809522313	0.54462685666164	1022.2646099539	1
PRDM5	0	0	0	2152	3	0.0000464699	64598	3	-Inf	1	1877	1
PRDX1	0	0	0	2152	1	0.0000154842	64598	1	-Inf	1	1877	1
PREPL	1	0.000464684	1	2152	6	0.0003098975	64598	20	0.584458854341145	0.497566813579624	933.932909088954	1
PRF1	0	0	0	2152	8	0.0004955482	64598	32	-Inf	0.626368259711495	1175.69322347848	1
PRG4	0	0	0	2152	4	0.0001085363	64598	7	-Inf	1	1877	1
PRICKLE1	0	0	0	2152	1	0.0000309703	64598	2	-Inf	1	1877	1
PRKAR1A	0	0	0	2152	3	0.0001858659	64598	12	-Inf	1	1877	1
PRKAR1B	0	0	0	2152	1	0.0000155145	64598	1	-Inf	1	1877	1
PRKCD	0	0	0	2152	1	0.0000154938	64598	1	-Inf	1	1877	1
PRKDC	1	0.00304878	7	2152	1	0.00216969	64598	140	0.490743120557359	0.245225333918984	460.287951765933	1
PRKN	3	0.002323418	5	2152	10	0.0046310185	64598	299	-0.995080791379423	0.141075352052488	264.798435802519	1
PRKRA	0	0	0	2152	2	0.001334006	64598	86	-Inf	0.11911130382151	223.571917272973	1
PRMT7	0	0	0	2152	5	0.0002477952	64598	16	-Inf	1	1877	1
PROC	0	0	0	2152	15	0.0004955003	64598	32	-Inf	0.626368259711495	1175.69322347848	1
PROM1	2	0.000929368	2	2152	15	0.0011173198	64598	72	-0.265720298100817	1	1877	1
PROP1	2	0.00371747	8	2152	5	0.000619838	64598	40	2.5843579906664	0.000137685979679738	0.258436583858868	0.0107681909941195
PROS1	0	0	0	2152	4	0.0001239057	64598	8	-Inf	1	1877	1
PRSS12	0	0	0	2152	1	0.0000619655	64598	4	-Inf	1	1877	1
PRSS56	1	0.000465116	1	2152	2	0.000295905	64598	19	0.652456495044969	0.480823708850821	902.506101512991	1
PRUNE1	0	0	0	2152	4	0.0001084262	64598	7	-Inf	1	1877	1
PRX	0	0	0	2152	9	0.0002568056	64598	17	-Inf	1	1877	1
PSAP	0	0	0	2152	1	0.0000154842	64598	1	-Inf	1	1877	1
PSAT1	1	0.000464684	1	2152	3	0.0004026413	64598	26	0.206754809870673	0.587280909809576	1102.32626771257	1
PSMB4	0	0	0	2152	1	0.00207501	64598	134	-Inf	0.0241030706786869	45.2414636638952	0.535192006460609
PSMB8	0	0	0	2152	3	0.000092907	64598	6	-Inf	1	1877	1
PSMG2	0	0	0	2152	1	0.0000154947	64598	1	-Inf	1	1877	1
PTF1A	0	0	0	2152	1	0.0000156534	64598	1	-Inf	1	1877	1
PTH1R	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
PTPN23	1	0.000464684	1	2152	7	0.000913898	64598	59	-0.975783184494145	1	1877	1
PTPRC	0	0	0	2152	3	0.0000774574	64598	5	-Inf	1	1877	1
PTPRQ	0	0	0	2152	2	0.0000464713	64598	3	-Inf	1	1877	1
PTS	0	0	0	2152	12	0.00027903	64598	18	-Inf	1	1877	1
PUS1	0	0	0	2152	5	0.0001548476	64598	10	-Inf	1	1877	1
PUS3	0	0	0	2152	6	0.0004800388	64598	31	-Inf	0.625986160670934	1174.97602357934	1
PUS7	0	0	0	2152	2	0.0000619641	64598	4	-Inf	1	1877	1
PXDN	0	0	0	2152	2	0.000030988	64598	2	-Inf	1	1877	1
PYCR1	0	0	0	2152	11	0.0007278726	64598	47	-Inf	0.40711540692607	764.155618800233	1
PYCR2	0	0	0	2152	3	0.0000619459	64598	4	-Inf	1	1877	1
PYGL	0	0	0	2152	10	0.0004181484	64598	27	-Inf	1	1877	1
PYGM	1	0.000464684	1	2152	25	0.0043360702	64598	280	-3.22206623784944	0.00191588461528413	3.59611542288832	0.0817298959747345
PYROXD1	0	0	0	2152	3	0.0001703772	64598	11	-Inf	1	1877	1
QARS1	0	0	0	2152	10	0.0002477917	64598	16	-Inf	1	1877	1
QDPR	0	0	0	2152	6	0.0001240183	64598	8	-Inf	1	1877	1
RAB18	0	0	0	2152	1	0.0000154986	64598	1	-Inf	1	1877	1
RAB23	0	0	0	2152	2	0.0006661665	64598	43	-Inf	0.404930193891774	760.053973934859	1
RAB27A	0	0	0	2152	4	0.000247749	64598	16	-Inf	1	1877	1
RAB28	0	0	0	2152	1	0.0000309933	64598	2	-Inf	1	1877	1
RAB3GAP1	0	0	0	2152	3	0.0000464847	64598	3	-Inf	1	1877	1
RAB3GAP2	0	0	0	2152	1	0.0000309761	64598	2	-Inf	1	1877	1
RAD21	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
RAD50	1	0.000464684	1	2152	37	0.0010392474	64598	67	-1.16121726267806	0.727598604724893	1365.70258106862	1
RAD51C	1	0.000464684	1	2152	10	0.0002478343	64598	16	0.906874102091217	0.427173431482454	801.804530892566	1
RAG1	1	0.000465116	1	2152	25	0.0008517573	64598	55	-0.872851837560928	1	1877	1
RAG2	1	0.000465116	1	2152	6	0.0001084046	64598	7	2.10116459268622	0.230628052185011	432.888853951266	1
RAPSN	0	0	0	2152	5	0.0001858146	64598	12	-Inf	1	1877	1
RARS1	0	0	0	2152	9	0.0009761256	64598	63	-Inf	0.272245706282265	511.005190691811	1
RARS2	1	0.000929368	2	2152	16	0.0006350539	64598	41	0.549370925457324	0.649898645077567	1219.85975681059	1
RASGRP2	0	0	0	2152	2	0.0000309885	64598	2	-Inf	1	1877	1
RAX	0	0	0	2152	1	0.0000464526	64598	3	-Inf	1	1877	1
RB1	0	0	0	2152	1	0.0000309751	64598	2	-Inf	1	1877	1
RBBP8	1	0.00139405	3	2152	3	0.0005110876	64598	33	1.4476398126433	0.109089978508236	204.76188965996	1
RBM8A	0	0	0	2152	1	0.00743448	64598	480	-Inf	0.000000320494276702376	0.000601567757370361	0.0000601567757370361
RBP3	0	0	0	2152	2	0.0000464746	64598	3	-Inf	1	1877	1
RCBTB1	1	0.000929368	2	2152	3	0.0003717794	64598	24	1.32180313693604	0.203989916056464	382.889072437982	1
RDH12	0	0	0	2152	15	0.0004026691	64598	26	-Inf	1	1877	1
RECQL	0	0	0	2152	2	0.0000930146	64598	6	-Inf	1	1877	1
RECQL4	3	0.001427872	3	2152	32	0.001349012	64598	87	0.0819634746771043	0.767152720786518	1439.9456569163	1
REEP6	0	0	0	2152	2	0.000046453	64598	3	-Inf	1	1877	1
RELT	1	0.000464684	1	2152	2	0.0003871905	64598	25	0.263206415349989	0.573526163447534	1076.50860879102	1
REN	0	0	0	2152	2	0.0000619535	64598	4	-Inf	1	1877	1
REPS1	0	0	0	2152	1	0.000263223	64598	17	-Inf	1	1877	1
RETREG1	0	0	0	2152	3	0.0000465156	64598	3	-Inf	1	1877	1
RFT1	0	0	0	2152	6	0.0001393693	64598	9	-Inf	1	1877	1
RFX6	0	0	0	2152	2	0.0000464636	64598	3	-Inf	1	1877	1
RFXANK	0	0	0	2152	5	0.000170399	64598	11	-Inf	1	1877	1
RFXAP	1	0.000464684	1	2152	1	0.0000465059	64598	3	3.3207643094764	0.122857997716503	230.604461713877	1
RIN2	0	0	0	2152	1	0.000242931	64598	16	-Inf	1	1877	1
RINT1	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
RIPK1	0	0	0	2152	1	0.000216806	64598	14	-Inf	1	1877	1
RLBP1	0	0	0	2152	4	0.0001084228	64598	7	-Inf	1	1877	1
RMND1	0	0	0	2152	2	0.0000309708	64598	2	-Inf	1	1877	1
RMRP	0	0	0	2152	38	0.0027259732	64598	176	-Inf	0.00796575361830956	14.951719541567	0.262310869150299
RNASEH1	0	0	0	2152	1	0.0000309751	64598	2	-Inf	1	1877	1
RNASEH2A	1	0.000464684	1	2152	4	0.0001703649	64598	11	1.44762184073273	0.325162328663997	610.329690902322	1
RNASEH2B	1	0.00139405	3	2152	10	0.002385362	64598	154	-0.774925917838245	0.495936247834955	930.87233718621	1
RNASET2	0	0	0	2152	1	0.0000778041	64598	5	-Inf	1	1877	1
RNF168	0	0	0	2152	2	0.0000309737	64598	2	-Inf	1	1877	1
RNPC3	0	0	0	2152	2	0.0000619665	64598	4	-Inf	1	1877	1
ROBO3	0	0	0	2152	3	0.0000464602	64598	3	-Inf	1	1877	1
ROGDI	0	0	0	2152	5	0.0002023213	64598	13	-Inf	1	1877	1
RP1L1	1	0.000464684	1	2152	9	0.0012293983	64598	79	-1.40363051930046	0.524086962322004	983.711228278401	1
RPE65	1	0.000464684	1	2152	16	0.0005265515	64598	34	-0.1803246718414	1	1877	1
RPGRIP1	1	0.000464684	1	2152	17	0.0007743115	64598	50	-0.736664098253701	1	1877	1
RPGRIP1L	1	0.000464684	1	2152	20	0.0005732389	64598	37	-0.302886543401646	1	1877	1
RPIA	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
RRM2B	0	0	0	2152	7	0.0002788081	64598	18	-Inf	1	1877	1
RSPH1	1	0.000929368	2	2152	5	0.0010068768	64598	65	-0.115565292109944	1	1877	1
RSPH3	0	0	0	2152	1	0.000123904	64598	8	-Inf	1	1877	1
RSPO4	0	0	0	2152	5	0.0003252675	64598	21	-Inf	1	1877	1
RSRC1	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
RTN4IP1	0	0	0	2152	5	0.0001548693	64598	10	-Inf	1	1877	1
RTTN	0	0	0	2152	8	0.0002478089	64598	16	-Inf	1	1877	1
RXYLT1	0	0	0	2152	4	0.0000929849	64598	6	-Inf	1	1877	1
RYR1	1	0.000468165	1	2152	36	0.0011623236	64598	75	-1.31192279451149	0.522303716483087	980.364075838755	1
SACS	2	0.000929368	2	2152	28	0.0005886929	64598	38	0.658734742864319	0.37118400289756	696.712373438721	1
SAG	0	0	0	2152	2	0.0003097676	64598	20	-Inf	1	1877	1
SAMD9	1	0.000464684	1	2152	3	0.0000464838	64598	3	3.32145005340297	0.122857997716503	230.604461713877	1
SAMHD1	1	0.000464684	1	2152	9	0.0002787638	64598	18	0.737206744452794	0.46352292409799	870.032528531928	1
SAR1B	0	0	0	2152	2	0.0000775256	64598	5	-Inf	1	1877	1
SARM1	0	0	0	2152	2	0.000077432	64598	5	-Inf	1	1877	1
SARS2	0	0	0	2152	4	0.0001704192	64598	11	-Inf	1	1877	1
SASH1	0	0	0	2152	1	0.000030977	64598	2	-Inf	1	1877	1
SASS6	0	0	0	2152	1	0.000015501	64598	1	-Inf	1	1877	1
SBDS	0	0	0	2152	10	0.0049748723	64598	321	-Inf	0.0000461771694760899	0.0866745471066208	0.00497747455226797
SBF1	1	0.000929368	2	2152	1	0.000248016	64598	16	1.90581677611738	0.113141585429588	212.366755851336	1
SBF2	1	0.00185874	4	2152	3	0.0000619819	64598	4	4.90633419025553	0.0000679602121839587	0.127561318269291	0.00607434848901383
SC5D	0	0	0	2152	1	0.0000154986	64598	1	-Inf	1	1877	1
SCAMP4	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
SCAPER	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
SCARB2	0	0	0	2152	5	0.0004182314	64598	27	-Inf	1	1877	1
SCN1B	0	0	0	2152	3	0.0001393717	64598	9	-Inf	1	1877	1
SCN4A	0	0	0	2152	8	0.000170437	64598	11	-Inf	1	1877	1
SCN5A	0	0	0	2152	16	0.0003562708	64598	23	-Inf	1	1877	1
SCN9A	0	0	0	2152	7	0.0001550323	64598	10	-Inf	1	1877	1
SCNN1A	0	0	0	2152	6	0.0004492617	64598	29	-Inf	1	1877	1
SCNN1B	0	0	0	2152	3	0.0001083965	64598	7	-Inf	1	1877	1
SCO1	0	0	0	2152	4	0.0004028019	64598	26	-Inf	1	1877	1
SCO2	1	0.00232342	5	2152	2	0.00041824	64598	27	2.47384701946796	0.00337908585739839	6.34254415433678	0.134947747964612
